ticker,outcome,venue,primary_exchange,con_id,candidates,detail,attempts,elapsed_s,unexpected_venue
AAA,resolved,ARCA,ARCA,591368776,,1 contract(s),1,0.042,no
AAAU,resolved,BATS,BATS,458886642,,1 contract(s),1,0.272,no
AADR,resolved,NASDAQ,NASDAQ,77459165,,1 contract(s),1,0.176,no
AAPB,resolved,NASDAQ,NASDAQ,578561458,,1 contract(s),1,0.124,no
AAPD,resolved,NASDAQ,NASDAQ,578561422,,1 contract(s),1,0.149,no
AAPU,resolved,NASDAQ,NASDAQ,578561419,,1 contract(s),1,0.144,no
AAPW,resolved,BATS,BATS,762285103,,1 contract(s),1,0.141,no
AAPX,resolved,BATS,BATS,677037688,,1 contract(s),1,0.250,no
AAPY,resolved,BATS,BATS,742759295,,1 contract(s),1,0.180,no
AAVM,resolved,NASDAQ,NASDAQ,274839972,,1 contract(s),1,0.168,no
AAXJ,resolved,NASDAQ,NASDAQ,53224215,,1 contract(s),1,0.190,no
ABCS,resolved,NASDAQ,NASDAQ,672387402,,1 contract(s),1,0.112,no
ABEQ,resolved,ARCA,ARCA,400759002,,1 contract(s),1,0.153,no
ABFL,resolved,BATS,BATS,249323298,,1 contract(s),1,0.112,no
ABHY,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.008,no
ABLD,resolved,BATS,BATS,532646868,,1 contract(s),1,0.142,no
ABLG,resolved,BATS,BATS,280803798,,1 contract(s),1,0.207,no
ABNY,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
ABOT,resolved,BATS,BATS,459332002,,1 contract(s),1,0.114,no
ABXB,resolved,BATS,BATS,459332007,,1 contract(s),1,0.157,no
ACES,resolved,ARCA,ARCA,324405891,,1 contract(s),1,0.102,no
ACGR,resolved,ARCA,ARCA,500112901,,1 contract(s),1,0.122,no
ACIO,resolved,BATS,BATS,374309307,,1 contract(s),1,0.103,no
ACLC,resolved,ARCA,ARCA,434313480,,1 contract(s),1,0.147,no
ACSG,resolved,BATS,BATS,822736132,,1 contract(s),1,0.148,no
ACSI,resolved,BATS,BATS,493013391,,1 contract(s),1,0.220,no
ACT,resolved,NASDAQ,NASDAQ,490639140,,1 contract(s),1,0.176,no
ACTX,resolved,PINK,PINK,449336841,,1 contract(s),1,0.100,no
ACVF,resolved,ARCA,ARCA,452380575,,1 contract(s),1,0.108,no
ACVT,resolved,ARCA,ARCA,780410044,,1 contract(s),1,0.108,no
ACWF,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
ACWI,resolved,NASDAQ,NASDAQ,49954154,,1 contract(s),1,0.155,no
ACWV,resolved,BATS,BATS,96090060,,1 contract(s),1,0.143,no
ACWX,resolved,NASDAQ,NASDAQ,49954149,,1 contract(s),1,0.107,no
ADBG,resolved,NASDAQ,NASDAQ,770385177,,1 contract(s),1,0.201,no
ADFI,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
ADIV,resolved,ARCA,ARCA,479429905,,1 contract(s),1,0.113,no
ADME,resolved,BATS,BATS,236317234,,1 contract(s),1,0.230,no
ADPV,resolved,ARCA,ARCA,595361684,,1 contract(s),1,0.158,no
ADRE,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
ADVE,resolved,ARCA,ARCA,655624691,,1 contract(s),1,0.148,no
AEMB,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
AESR,resolved,BATS,BATS,897367525,,1 contract(s),1,0.184,no
AETH,resolved,ARCA,ARCA,657517454,,1 contract(s),1,0.224,no
AFIF,resolved,BATS,BATS,897059140,,1 contract(s),1,0.115,no
AFK,resolved,ARCA,ARCA,229724413,,1 contract(s),1,0.117,no
AFLG,resolved,ARCA,ARCA,393990626,,1 contract(s),1,0.145,no
AFMC,resolved,ARCA,ARCA,393990631,,1 contract(s),1,0.103,no
AFSC,resolved,NASDAQ,NASDAQ,761715310,,1 contract(s),1,0.173,no
AFSM,resolved,ARCA,ARCA,393990632,,1 contract(s),1,0.150,no
AFTY,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
AGEM,resolved,NASDAQ,NASDAQ,761715307,,1 contract(s),1,0.108,no
AGG,resolved,ARCA,ARCA,25985141,,1 contract(s),1,0.099,no
AGGA,resolved,NASDAQ,NASDAQ,781264656,,1 contract(s),1,0.101,no
AGGH,resolved,ARCA,ARCA,544622632,,1 contract(s),1,0.110,no
AGGS,resolved,ARCA,ARCA,700512610,,1 contract(s),1,0.107,no
AGGY,resolved,ARCA,ARCA,199490214,,1 contract(s),1,0.169,no
AGIH,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
AGIX,resolved,NASDAQ,NASDAQ,716375736,,1 contract(s),1,0.294,no
AGMI,resolved,NASDAQ,NASDAQ,701271196,,1 contract(s),1,0.367,no
AGNG,resolved,NASDAQ,NASDAQ,233010373,,1 contract(s),1,0.718,no
AGOV,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.011,no
AGOX,resolved,ARCA,ARCA,490162084,,1 contract(s),1,0.184,no
AGQ,resolved,ARCA,ARCA,141973400,,1 contract(s),1,0.254,no
AGQI,resolved,ARCA,ARCA,667433998,,1 contract(s),1,0.103,no
AGRH,resolved,ARCA,ARCA,569833343,,1 contract(s),1,0.132,no
AGRW,resolved,ARCA,ARCA,771558826,,1 contract(s),1,0.115,no
AGZ,resolved,ARCA,ARCA,55734123,,1 contract(s),1,0.121,no
AGZD,resolved,NASDAQ,NASDAQ,140149917,,1 contract(s),1,0.153,no
AHHX,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.007,no
AHLT,resolved,ARCA,ARCA,651419050,,1 contract(s),1,0.260,no
AHOY,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.009,no
AHYB,resolved,ARCA,ARCA,526906295,,1 contract(s),1,0.115,no
AIA,resolved,NASDAQ,NASDAQ,47172453,,1 contract(s),1,0.108,no
AIBD,resolved,ARCA,ARCA,892340406,,1 contract(s),1,0.153,no
AIBU,resolved,ARCA,ARCA,703246377,,1 contract(s),1,0.128,no
AIEQ,resolved,ARCA,ARCA,680623539,,1 contract(s),1,0.150,no
AIFD,resolved,NASDAQ,NASDAQ,701271200,,1 contract(s),1,0.235,no
AIPI,resolved,NASDAQ,NASDAQ,707638934,,1 contract(s),1,0.125,no
AIQ,resolved,NASDAQ,NASDAQ,317792273,,1 contract(s),1,0.148,no
AIRL,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.007,no
AIRR,resolved,NASDAQ,NASDAQ,145995043,,1 contract(s),1,0.148,no
AIS,resolved,ARCA,ARCA,745721503,,1 contract(s),1,0.106,no
AIVC,resolved,ARCA,ARCA,680623553,,1 contract(s),1,0.139,no
AIVI,resolved,ARCA,ARCA,39982953,,1 contract(s),1,0.086,no
AIVL,resolved,ARCA,ARCA,39579986,,1 contract(s),1,0.112,no
AIYY,resolved,ARCA,ARCA,832259489,,1 contract(s),1,0.128,no
ALAI,resolved,ARCA,ARCA,694990735,,1 contract(s),1,0.148,no
ALIL,resolved,NASDAQ,NASDAQ,775480568,,1 contract(s),1,0.104,no
ALLW,resolved,NASDAQ,NASDAQ,766489657,,1 contract(s),1,0.151,no
ALRG,resolved,ARCA,ARCA,797020932,,1 contract(s),1,0.107,no
ALTL,resolved,ARCA,ARCA,429664983,,1 contract(s),1,0.095,no
ALTY,resolved,NASDAQ,NASDAQ,199845147,,1 contract(s),1,0.220,no
ALUM,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.009,no
AMAX,resolved,ARCA,ARCA,526207456,,1 contract(s),1,0.112,no
AMDD,resolved,NASDAQ,NASDAQ,901009451,,1 contract(s),1,0.151,no
AMDG,resolved,NASDAQ,NASDAQ,756915683,,1 contract(s),1,0.196,no
AMDL,resolved,NASDAQ,NASDAQ,691439815,,1 contract(s),1,0.395,no
AMDS,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.008,no
AMDW,resolved,BATS,BATS,801555747,,1 contract(s),1,0.116,no
AMDY,resolved,ARCA,ARCA,835599780,,1 contract(s),1,0.143,no
AMID,resolved,NASDAQ,NASDAQ,579683988,,1 contract(s),1,0.109,no
AMJ,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
AMJB,resolved,ARCA,ARCA,680623527,,1 contract(s),1,0.115,no
AMLP,resolved,ARCA,ARCA,419585780,,1 contract(s),1,0.107,no
AMNA,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
AMND,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
AMOM,resolved,ARCA,ARCA,367310485,,1 contract(s),1,0.113,no
AMPD,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
AMPS,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.008,no
AMTR,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.011,no
AMUB,resolved,ARCA,ARCA,209265592,,1 contract(s),1,0.158,no
AMUN,resolved,NASDAQ,NASDAQ,824116109,,1 contract(s),1,0.116,no
AMUU,resolved,NASDAQ,NASDAQ,760766325,,1 contract(s),1,0.141,no
AMYY,resolved,NASDAQ,NASDAQ,814526878,,1 contract(s),1,0.108,no
AMZA,resolved,ARCA,ARCA,411856797,,1 contract(s),1,0.090,no
AMZD,resolved,NASDAQ,NASDAQ,583996482,,1 contract(s),1,0.151,no
AMZP,resolved,BATS,BATS,742759306,,1 contract(s),1,0.194,no
AMZU,resolved,NASDAQ,NASDAQ,583996487,,1 contract(s),1,0.134,no
AMZW,resolved,BATS,BATS,792065721,,1 contract(s),1,0.117,no
AMZY,resolved,ARCA,ARCA,644595817,,1 contract(s),1,0.128,no
AMZZ,resolved,NASDAQ,NASDAQ,691439807,,1 contract(s),1,0.126,no
ANEL,resolved,NASDAQ,NASDAQ,811472771,,1 contract(s),1,0.143,no
ANEW,resolved,ARCA,ARCA,450593447,,1 contract(s),1,0.230,no
ANGL,resolved,NASDAQ,NASDAQ,229725522,,1 contract(s),1,0.131,no
AOA,resolved,ARCA,ARCA,55734164,,1 contract(s),1,0.107,no
AOHY,resolved,NASDAQ,NASDAQ,685218918,,1 contract(s),1,0.148,no
AOK,resolved,ARCA,ARCA,55734154,,1 contract(s),1,0.110,no
AOM,resolved,ARCA,ARCA,55734159,,1 contract(s),1,0.114,no
AOR,resolved,ARCA,ARCA,55734161,,1 contract(s),1,0.283,no
AOTG,resolved,NASDAQ,NASDAQ,570487101,,1 contract(s),1,0.220,no
APCB,resolved,ARCA,ARCA,629123774,,1 contract(s),1,0.165,no
APED,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
APIE,resolved,ARCA,ARCA,629123771,,1 contract(s),1,0.111,no
APLU,resolved,ARCA,ARCA,746167183,,1 contract(s),1,0.106,no
APLY,resolved,ARCA,ARCA,625840793,,1 contract(s),1,0.106,no
APMU,resolved,ARCA,ARCA,629123779,,1 contract(s),1,0.101,no
APRD,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
APRH,resolved,BATS,BATS,623834265,,1 contract(s),1,0.147,no
APRJ,resolved,BATS,BATS,623834268,,1 contract(s),1,0.144,no
APRQ,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
APRT,resolved,BATS,BATS,424781042,,1 contract(s),1,0.152,no
APRW,resolved,BATS,BATS,424781047,,1 contract(s),1,0.110,no
APRZ,resolved,BATS,BATS,805705238,,1 contract(s),1,0.247,no
APUE,resolved,ARCA,ARCA,629123782,,1 contract(s),1,0.136,no
AQGX,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.003,no
AQWA,resolved,NASDAQ,NASDAQ,481274783,,1 contract(s),1,0.136,no
ARB,resolved,ARCA,ARCA,420864747,,1 contract(s),1,0.121,no
ARCM,resolved,BATS,BATS,292590988,,1 contract(s),1,0.114,no
ARCX,resolved,BATS,BATS,832492267,,1 contract(s),1,0.158,no
AREA,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.001,no
ARGT,resolved,ARCA,ARCA,127587915,,1 contract(s),1,0.146,no
ARKA,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.003,no
ARKB,resolved,BATS,BATS,677037663,,1 contract(s),1,0.124,no
ARKC,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.004,no
ARKD,resolved,BATS,BATS,842938648,,1 contract(s),1,0.046,no
ARKF,resolved,BATS,BATS,352320856,,1 contract(s),1,0.042,no
ARKG,resolved,BATS,BATS,172522641,,1 contract(s),1,0.210,no
ARKK,resolved,BATS,BATS,172522644,,1 contract(s),1,0.070,no
ARKQ,resolved,BATS,BATS,168647313,,1 contract(s),1,0.041,no
ARKW,resolved,BATS,BATS,168647416,,1 contract(s),1,0.044,no
ARKX,resolved,BATS,BATS,479429933,,1 contract(s),1,0.042,no
ARKY,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.003,no
ARKZ,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
ARMG,resolved,NASDAQ,NASDAQ,754087839,,1 contract(s),1,0.041,no
ARMH,resolved,ARCA,ARCA,767910205,,1 contract(s),1,0.154,no
ARMR,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.001,no
ARP,resolved,ARCA,ARCA,604737258,,1 contract(s),1,0.038,no
ARTY,resolved,ARCA,ARCA,324062421,,1 contract(s),1,0.039,no
ARVR,resolved,NASDAQ,NASDAQ,557542298,,1 contract(s),1,0.044,no
ASCE,resolved,ARCA,ARCA,797020939,,1 contract(s),1,0.089,no
ASCI,resolved,NASDAQ,NASDAQ,824116098,,1 contract(s),1,0.166,no
ASEA,resolved,ARCA,ARCA,84127428,,1 contract(s),1,0.043,no
ASET,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.003,no
ASHR,resolved,ARCA,ARCA,137868087,,1 contract(s),1,0.042,no
ASHS,resolved,ARCA,ARCA,152388746,,1 contract(s),1,0.044,no
ASHX,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.003,no
ASIA,resolved,ARCA,ARCA,655624700,,1 contract(s),1,0.246,no
ASLV,resolved,ARCA,ARCA,771558831,,1 contract(s),1,0.157,no
ASMF,resolved,ARCA,ARCA,703408970,,1 contract(s),1,0.109,no
ASMG,resolved,NASDAQ,NASDAQ,754087843,,1 contract(s),1,0.092,no
ASMH,resolved,ARCA,ARCA,767914525,,1 contract(s),1,0.108,no
ASPY,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.002,no
ATFV,resolved,ARCA,ARCA,489110443,,1 contract(s),1,0.435,no
ATMP,resolved,BATS,BATS,123981943,,1 contract(s),1,0.356,no
AUGT,resolved,BATS,BATS,645710632,,1 contract(s),1,0.196,no
AUGW,resolved,BATS,BATS,645710637,,1 contract(s),1,0.155,no
AUGZ,resolved,BATS,BATS,812511731,,1 contract(s),1,0.145,no
AUMI,resolved,NASDAQ,NASDAQ,671347140,,1 contract(s),1,0.110,no
AUSF,resolved,ARCA,ARCA,331454468,,1 contract(s),1,0.530,no
AUSM,resolved,ARCA,ARCA,797020942,,1 contract(s),1,0.436,no
AVDE,resolved,ARCA,ARCA,385086964,,1 contract(s),1,0.303,no
AVDS,resolved,ARCA,ARCA,642846212,,1 contract(s),1,0.143,no
AVDV,resolved,ARCA,ARCA,385087093,,1 contract(s),1,0.139,no
AVEE,resolved,ARCA,ARCA,664697704,,1 contract(s),1,0.109,no
AVEM,resolved,ARCA,ARCA,383858503,,1 contract(s),1,0.142,no
AVES,resolved,ARCA,ARCA,517641683,,1 contract(s),1,0.086,no
AVGB,resolved,NASDAQ,NASDAQ,777707865,,1 contract(s),1,0.111,no
AVGE,resolved,ARCA,ARCA,588438322,,1 contract(s),1,0.092,no
AVGG,resolved,NASDAQ,NASDAQ,785072383,,1 contract(s),1,0.138,no
AVGU,resolved,NASDAQ,NASDAQ,799145824,,1 contract(s),1,0.150,no
AVGV,resolved,ARCA,ARCA,639450924,,1 contract(s),1,0.086,no
AVGW,resolved,BATS,BATS,801555750,,1 contract(s),1,0.148,no
AVGX,resolved,NASDAQ,NASDAQ,724669384,,1 contract(s),1,0.110,no
AVIE,resolved,ARCA,ARCA,588438327,,1 contract(s),1,0.107,no
AVIG,resolved,ARCA,ARCA,450042678,,1 contract(s),1,0.113,no
AVIV,resolved,ARCA,ARCA,517867314,,1 contract(s),1,0.149,no
AVL,resolved,NASDAQ,NASDAQ,734422672,,1 contract(s),1,0.157,no
AVLC,resolved,ARCA,ARCA,656551472,,1 contract(s),1,0.088,no
AVLV,resolved,ARCA,ARCA,516382762,,1 contract(s),1,0.151,no
AVMA,resolved,ARCA,ARCA,639450936,,1 contract(s),1,0.139,no
AVMC,resolved,ARCA,ARCA,664697709,,1 contract(s),1,0.087,no
AVMU,resolved,ARCA,ARCA,459553811,,1 contract(s),1,0.096,no
AVMV,resolved,ARCA,ARCA,664697715,,1 contract(s),1,0.134,no
AVNM,resolved,ARCA,ARCA,639450930,,1 contract(s),1,0.097,no
AVNV,resolved,ARCA,ARCA,639450935,,1 contract(s),1,0.152,no
AVOS,resolved,NASDAQ,NASDAQ,861433946,,1 contract(s),1,0.111,no
AVRE,resolved,ARCA,ARCA,517867319,,1 contract(s),1,0.110,no
AVS,resolved,NASDAQ,NASDAQ,734422670,,1 contract(s),1,0.175,no
AVSC,resolved,ARCA,ARCA,537638911,,1 contract(s),1,0.184,no
AVSD,resolved,ARCA,ARCA,550617870,,1 contract(s),1,0.225,no
AVSE,resolved,ARCA,ARCA,553472845,,1 contract(s),1,0.142,no
AVSF,resolved,ARCA,ARCA,450042681,,1 contract(s),1,0.114,no
AVSU,resolved,ARCA,ARCA,550617872,,1 contract(s),1,0.143,no
AVUQ,resolved,NASDAQ,NASDAQ,771750499,,1 contract(s),1,0.113,no
AVUS,resolved,ARCA,ARCA,385087121,,1 contract(s),1,0.216,no
AVUV,resolved,ARCA,ARCA,385087149,,1 contract(s),1,0.194,no
AVXC,resolved,NASDAQ,NASDAQ,692173647,,1 contract(s),1,0.150,no
AVXX,resolved,NASDAQ,NASDAQ,866508537,,1 contract(s),1,0.105,no
AWAY,resolved,ARCA,ARCA,680623563,,1 contract(s),1,0.136,no
AWEG,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.006,no
AWYX,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.007,no
AZTD,resolved,ARCA,ARCA,579721150,,1 contract(s),1,0.097,no
AZYY,resolved,NASDAQ,NASDAQ,814526882,,1 contract(s),1,0.089,no
BAB,resolved,ARCA,ARCA,319359489,,1 contract(s),1,0.111,no
BABO,resolved,ARCA,ARCA,721315273,,1 contract(s),1,0.110,no
BABX,resolved,NASDAQ,NASDAQ,602261429,,1 contract(s),1,0.103,no
BAFE,resolved,NASDAQ,NASDAQ,742768847,,1 contract(s),1,0.109,no
BAGY,resolved,BATS,BATS,780410059,,1 contract(s),1,0.144,no
BAI,resolved,ARCA,ARCA,736655029,,1 contract(s),1,0.144,no
BAIG,resolved,NASDAQ,NASDAQ,879585857,,1 contract(s),1,0.130,no
BAL,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.001,no
BALI,resolved,BATS,BATS,656550083,,1 contract(s),1,0.141,no
BALQ,resolved,NASDAQ,NASDAQ,836140262,,1 contract(s),1,0.142,no
BALT,resolved,BATS,BATS,500073352,,1 contract(s),1,0.149,no
BAMA,resolved,BATS,BATS,656552138,,1 contract(s),1,0.110,no
BAMD,resolved,BATS,BATS,656552143,,1 contract(s),1,0.145,no
BAMG,resolved,BATS,BATS,656379375,,1 contract(s),1,0.146,no
BAMO,resolved,BATS,BATS,656552145,,1 contract(s),1,0.152,no
BAMU,resolved,BATS,BATS,656379380,,1 contract(s),1,0.088,no
BAMV,resolved,BATS,BATS,656379387,,1 contract(s),1,0.103,no
BAMY,resolved,BATS,BATS,656552148,,1 contract(s),1,0.148,no
BAPR,resolved,BATS,BATS,359395477,,1 contract(s),1,0.114,no
BAR,resolved,ARCA,ARCA,287646824,,1 contract(s),1,0.100,no
BASG,resolved,NASDAQ,NASDAQ,791743236,,1 contract(s),1,0.150,no
BASV,resolved,NASDAQ,NASDAQ,791743243,,1 contract(s),1,0.148,no
BATT,resolved,ARCA,ARCA,320463686,,1 contract(s),1,0.127,no
BAUG,resolved,BATS,BATS,376499899,,1 contract(s),1,0.148,no
BBAG,resolved,BATS,BATS,476070709,,1 contract(s),1,0.152,no
BBAX,resolved,BATS,BATS,477176661,,1 contract(s),1,0.108,no
BBB,resolved,NASDAQ,NASDAQ,674701617,,1 contract(s),1,0.115,no
BBBI,resolved,ARCA,ARCA,680167494,,1 contract(s),1,0.113,no
BBBL,resolved,ARCA,ARCA,680167491,,1 contract(s),1,0.109,no
BBBS,resolved,ARCA,ARCA,679998217,,1 contract(s),1,0.106,no
BBC,resolved,ARCA,ARCA,177128399,,1 contract(s),1,0.132,no
BBCA,resolved,BATS,BATS,477176272,,1 contract(s),1,0.156,no
BBCB,resolved,BATS,BATS,345851226,,1 contract(s),1,0.149,no
BBEM,resolved,BATS,BATS,630282882,,1 contract(s),1,0.150,no
BBEU,resolved,BATS,BATS,477176641,,1 contract(s),1,0.208,no
BBH,resolved,NASDAQ,NASDAQ,231849289,,1 contract(s),1,0.190,no
BBHY,resolved,BATS,BATS,247848834,,1 contract(s),1,0.197,no
BBIB,resolved,BATS,BATS,626448007,,1 contract(s),1,0.143,no
BBIN,resolved,BATS,BATS,394113938,,1 contract(s),1,0.152,no
BBIP,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
BBJP,resolved,BATS,BATS,477183122,,1 contract(s),1,0.150,no
BBLB,resolved,BATS,BATS,626448002,,1 contract(s),1,0.153,no
BBLU,resolved,ARCA,ARCA,591368781,,1 contract(s),1,0.123,no
BBMC,resolved,BATS,BATS,417292616,,1 contract(s),1,0.148,no
BBP,resolved,ARCA,ARCA,177128401,,1 contract(s),1,0.147,no
BBRE,resolved,BATS,BATS,321533910,,1 contract(s),1,0.151,no
BBSA,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.003,no
BBSB,resolved,BATS,BATS,626447997,,1 contract(s),1,0.108,no
BBSC,resolved,BATS,BATS,455604801,,1 contract(s),1,0.147,no
BBUS,resolved,BATS,BATS,356857993,,1 contract(s),1,0.108,no
BBYY,resolved,NASDAQ,NASDAQ,824808599,,1 contract(s),1,0.113,no
BCD,resolved,ARCA,ARCA,334909204,,1 contract(s),1,0.085,no
BCDF,resolved,ARCA,ARCA,577461739,,1 contract(s),1,0.103,no
BCHI,resolved,ARCA,ARCA,760766346,,1 contract(s),1,0.111,no
BCHP,resolved,BATS,BATS,641782981,,1 contract(s),1,0.154,no
BCI,resolved,ARCA,ARCA,334909211,,1 contract(s),1,0.104,no
BCIL,resolved,ARCA,ARCA,692197707,,1 contract(s),1,0.108,no
BCIM,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.007,no
BCLO,resolved,NASDAQ,NASDAQ,758095965,,1 contract(s),1,0.107,no
BCM,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.005,no
BCOR,resolved,ARCA,ARCA,780715479,,1 contract(s),1,0.148,no
BCUS,resolved,ARCA,ARCA,673829581,,1 contract(s),1,0.106,no
BDBT,resolved,ARCA,ARCA,793105142,,1 contract(s),1,0.118,no
BDCX,resolved,ARCA,ARCA,425010512,,1 contract(s),1,0.110,no
BDCZ,resolved,ARCA,ARCA,209265610,,1 contract(s),1,0.108,no
BDEC,resolved,BATS,BATS,393752923,,1 contract(s),1,0.151,no
BDGS,resolved,NASDAQ,NASDAQ,630412606,,1 contract(s),1,0.146,no
BDIV,resolved,ARCA,ARCA,719474597,,1 contract(s),1,0.101,no
BDRY,resolved,ARCA,ARCA,685215309,,1 contract(s),1,0.132,no
BDVG,resolved,ARCA,ARCA,640120175,,1 contract(s),1,0.109,no
BDVL,resolved,NASDAQ,NASDAQ,814021587,,1 contract(s),1,0.116,no
BECO,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.008,no
BEDY,resolved,NASDAQ,NASDAQ,837141715,,1 contract(s),1,0.114,no
BEDZ,resolved,ARCA,ARCA,483501610,,1 contract(s),1,0.145,no
BEEZ,resolved,NASDAQ,NASDAQ,664690525,,1 contract(s),1,0.149,no
BELT,resolved,NASDAQ,NASDAQ,710220800,,1 contract(s),1,0.153,no
BEMB,resolved,BATS,BATS,616131639,,1 contract(s),1,0.146,no
BENJ,resolved,ARCA,ARCA,756555608,,1 contract(s),1,0.104,no
BERZ,resolved,ARCA,ARCA,854937669,,1 contract(s),1,0.149,no
BETE,resolved,ARCA,ARCA,657517456,,1 contract(s),1,0.152,no
BETH,resolved,ARCA,ARCA,657517461,,1 contract(s),1,0.563,no
BETZ,resolved,ARCA,ARCA,425242708,,1 contract(s),1,0.497,no
BFAP,resolved,ARCA,ARCA,772518032,,1 contract(s),1,0.367,no
BFEB,resolved,BATS,BATS,402361697,,1 contract(s),1,0.173,no
BFIT,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.003,no
BFIX,resolved,ARCA,ARCA,543507596,,1 contract(s),1,0.092,no
BFOR,resolved,ARCA,ARCA,128835003,,1 contract(s),1,0.111,no
BFRZ,resolved,ARCA,ARCA,783246362,,1 contract(s),1,0.121,no
BFTR,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.002,no
BGIG,resolved,ARCA,ARCA,653757714,,1 contract(s),1,0.110,no
BGLD,resolved,BATS,BATS,466888790,,1 contract(s),1,0.146,no
BGRN,resolved,NASDAQ,NASDAQ,341758681,,1 contract(s),1,0.164,no
BGRO,resolved,NASDAQ,NASDAQ,707923154,,1 contract(s),1,0.109,no
BHYB,resolved,BATS,BATS,662194905,,1 contract(s),1,0.144,no
BIB,resolved,NASDAQ,NASDAQ,74072750,,1 contract(s),1,0.093,no
BIBL,resolved,ARCA,ARCA,294526530,,1 contract(s),1,0.110,no
BICK,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.004,no
BIDD,resolved,ARCA,ARCA,742459172,,1 contract(s),1,0.104,no
BIDS,not_found,,,,,no response after 2 attempt(s) — likely IBKR error 200,2,20.001,no
BIGY,resolved,ARCA,ARCA,743527300,,1 contract(s),1,0.101,no
BIL,resolved,ARCA,ARCA,296457239,,1 contract(s),1,0.143,no
BILD,resolved,ARCA,ARCA,668631577,,1 contract(s),1,0.113,no
BILS,resolved,ARCA,ARCA,446991691,,1 contract(s),1,0.150,no
BILZ,resolved,ARCA,ARCA,638362093,,1 contract(s),1,0.130,no
BINC,resolved,ARCA,ARCA,632432518,,1 contract(s),1,0.149,no
BINT,resolved,ARCA,ARCA,793105154,,1 contract(s),1,0.109,no
BINV,resolved,BATS,BATS,657917210,,1 contract(s),1,0.135,no
BIS,resolved,NASDAQ,NASDAQ,886836571,,1 contract(s),1,0.168,no
BITB,resolved,ARCA,ARCA,677037658,,1 contract(s),1,0.140,no
BITC,resolved,ARCA,ARCA,621534099,,1 contract(s),1,0.116,no
BITI,resolved,ARCA,ARCA,738523985,,1 contract(s),1,0.108,no
BITO,resolved,ARCA,ARCA,521525019,,1 contract(s),1,0.145,no
BITQ,resolved,ARCA,ARCA,825873144,,1 contract(s),1,0.127,no
BITS,resolved,NASDAQ,NASDAQ,602747216,,1 contract(s),1,0.132,no
BITU,resolved,ARCA,ARCA,694302881,,1 contract(s),1,0.149,no
